"V1" "V2" "V3"
1 1 35.0691397665715
1 2 12.7709569625868
1 3 9.72341707631929
1 4 19.2606074922314
1 5 42.3841045820666
1 6 63.6298446646063
1 7 4.91413222372446
1 8 68.452639959744
1 9 8.27413182244049
1 10 8.44334720934219
1 11 3.15038804446698
1 12 24.0591675904783
1 13 15.757621462602
1 14 31.630571006225
1 15 17.1736804503425
1 16 30.6587540195295
1 17 55.9524429135068
1 18 33.0298794589572
1 19 4.99692289644765
1 20 28.1159210503849
1 21 9.98946778364307
1 22 5.43243887706961
1 23 6.80158765096982
1 24 7.10286167459234
1 25 11.3343860611393
1 26 3.70824766584384
1 27 28.8704438992453
1 28 0.053514567955427
1 29 0.984928577183148
1 30 5.65407042798816
1 31 4.11140360401667
1 32 4.21160477251054
1 33 0.277135425611558
1 34 10.0415334632417
1 35 1.90629268232416
1 36 4.18236484206085
1 37 2.84104443684062
1 38 0.355804338128533
1 39 14.6986481234359
1 40 0.703083735833418
1 41 0.693121783062525
1 42 7.69260493278999
1 43 10.7805130304393
1 44 0.360074896586944
1 45 12.4102851610207
1 46 110.092319424075
1 47 83.6796031668643
1 48 61.7230798403374
1 49 30.7586573448861
1 50 86.4441471679007
1 51 114.506372072739
1 52 36.4344159320234
1 53 104.412831103211
1 54 93.154270298657
1 55 63.2030031771574
1 56 70.8396065736084
1 57 120.490643758841
1 58 118.104010532777
1 59 63.0860303567872
1 60 0.659613113362073
1 61 16.3482879118936
1 62 10.1271510047799
1 63 7.88028735267052
1 64 0.471677003513919
1 65 0.414760468040293
1 66 18.189085855609
1 67 0.560643472025274
1 68 0.0224521200814422
1 69 7.44623519834088
1 70 13.8085897675705
1 71 6.25412855982717
1 72 0.815967888754474
1 73 0.216658546305963
1 74 8.79288170549243
1 75 0.780006675068177
1 76 4.76090762112562
1 77 0.074897830395894
1 78 1.24172862035053
1 79 1.49452093264002
1 80 15.11244852962
1 81 0.245915397202015
1 82 9.4447095120719
1 83 0.0336228493951721
1 84 0.696187477773615
1 85 47.0008248301549
1 86 17.7251602299029
1 87 23.7430855536948
1 88 33.7152806144827
1 89 47.9627065569155
1 90 83.0670606745324
1 91 77.2271491750373
1 92 0.15242317086865
1 93 27.6775410503421
1 94 53.925827861323
1 95 46.9233088392595
1 96 26.9508264006635
1 97 70.4413691830994
1 98 21.2436453924578
1 99 22.3735167950852
1 100 66.1599035049347
1 101 32.6987127510089
1 102 9.87960196106451
1 103 15.6494385046332
1 104 13.3386034031977
1 105 17.8631899570063
1 106 30.0826771069308
1 107 59.4743264968671
1 108 12.2017932688762
1 109 16.4896897600535
1 110 44.2394574169678
1 111 48.375497803119
1 112 61.3551043253662
1 113 93.1834711113108
1 114 36.3376540663491
1 115 41.9417501866017
1 116 147.796345981067
1 117 31.2274543418709
1 118 97.8716091398542
1 119 56.9531379590029
1 120 44.8505669390929
1 121 15.4289513836577
1 122 45.0559553098768
1 123 61.9058139768551
1 124 32.4328881729382
1 125 74.3339186729266
1 126 83.6046590820285
1 127 150.456061084431
1 128 5.96693364777927
1 129 45.8607080281359
1 130 112.23004961982
1 131 31.8754858572116
1 132 0.00150216248005022
1 133 38.7427994066528
1 134 46.5662800925543
1 135 11.2245352240451
1 136 33.62639318649
1 137 6.58051208889655
1 138 12.9424181416809
1 139 1.99803839347604
1 140 15.8426008803753
1 141 8.50822284595164
1 142 10.4657540187649
1 143 2.82558967255338
1 144 5.83784011287466
1 145 7.28791125713279
1 146 2.80994273067282
1 147 5.4062909175434
1 148 0.131094368305271
1 149 4.69836378069079
1 150 0.509153062956626
1 151 2.20769191604299
1 152 0.445802889163348
1 153 0.565408060246893
1 154 0.844391911607226
1 155 10.7794063009832
1 156 5.97625838115361
1 157 4.29001779864986
1 158 12.3529977200149
1 159 7.93097772747962
1 160 9.95516108240081
1 161 11.5295542898737
1 162 3.32854769890998
1 163 4.19126759100937
1 164 31.2533456994766
1 165 1.4064458946909
1 166 16.2930401836381
1 167 2.13084269421836
1 168 1.5997363414602
1 169 1.94697339196334
1 170 16.6272688674866
1 171 0.76603897402277
1 172 2.86368959891014
1 173 21.0375844886195
1 174 3.50032311492295
1 175 5.40970127322123
1 176 4.26861021112055
1 177 6.34084513149797
1 178 0.570169486301767
1 179 27.0064196078633
1 180 0.559466876008415
1 181 5.64117743908118
1 182 0
2 1 35.0691397665715
2 2 12.7709569625868
2 3 9.72341707631929
2 4 19.2606074922314
2 5 42.3841045820666
2 6 63.6298446646063
2 7 4.91413222372446
2 8 68.452639959744
2 9 8.27413182244049
2 10 8.44334720934219
2 11 3.15038804446698
2 12 24.0591675904783
2 13 15.757621462602
2 14 31.630571006225
2 15 17.1736804503425
2 16 30.6587540195295
2 17 55.9524429135068
2 18 33.0298794589572
2 19 4.99692289644765
2 20 28.1159210503849
2 21 9.98946778364307
2 22 5.43243887706961
2 23 6.80158765096982
2 24 7.10286167459234
2 25 11.3343860611393
2 26 3.70824766584384
2 27 28.8704438992453
2 28 0.053514567955427
2 29 0.984928577183148
2 30 5.65407042798816
2 31 4.11140360401667
2 32 4.21160477251054
2 33 0.277135425611558
2 34 10.0415334632417
2 35 1.90629268232416
2 36 4.18236484206085
2 37 2.84104443684062
2 38 0.355804338128533
2 39 14.6986481234359
2 40 0.703083735833418
2 41 0.693121783062525
2 42 7.69260493278999
2 43 10.7805130304393
2 44 0.360074896586944
2 45 12.4102851610207
2 46 110.092319424075
2 47 83.6796031668643
2 48 61.7230798403374
2 49 30.7586573448861
2 50 86.4441471679007
2 51 114.506372072739
2 52 36.4344159320234
2 53 104.412831103211
2 54 93.154270298657
2 55 63.2030031771574
2 56 70.8396065736084
2 57 120.490643758841
2 58 118.104010532777
2 59 63.0860303567872
2 60 0.659613113362073
2 61 16.3482879118936
2 62 10.1271510047799
2 63 7.88028735267052
2 64 0.471677003513919
2 65 0.414760468040293
2 66 18.189085855609
2 67 0.560643472025274
2 68 0.0224521200814422
2 69 7.44623519834088
2 70 13.8085897675705
2 71 6.25412855982717
2 72 0.815967888754474
2 73 0.216658546305963
2 74 8.79288170549243
2 75 0.780006675068177
2 76 4.76090762112562
2 77 0.074897830395894
2 78 1.24172862035053
2 79 1.49452093264002
2 80 15.11244852962
2 81 0.245915397202015
2 82 9.4447095120719
2 83 0.0336228493951721
2 84 0.696187477773615
2 85 47.0008248301549
2 86 17.7251602299029
2 87 23.7430855536948
2 88 33.7152806144827
2 89 47.9627065569155
2 90 83.0670606745324
2 91 77.2271491750373
2 92 0.15242317086865
2 93 27.6775410503421
2 94 53.925827861323
2 95 46.9233088392595
2 96 26.9508264006635
2 97 70.4413691830994
2 98 21.2436453924578
2 99 22.3735167950852
2 100 66.1599035049347
2 101 32.6987127510089
2 102 9.87960196106451
2 103 15.6494385046332
2 104 13.3386034031977
2 105 17.8631899570063
2 106 30.0826771069308
2 107 59.4743264968671
2 108 12.2017932688762
2 109 16.4896897600535
2 110 44.2394574169678
2 111 48.375497803119
2 112 61.3551043253662
2 113 93.1834711113108
2 114 36.3376540663491
2 115 41.9417501866017
2 116 147.796345981067
2 117 31.2274543418709
2 118 97.8716091398542
2 119 56.9531379590029
2 120 44.8505669390929
2 121 15.4289513836577
2 122 45.0559553098768
2 123 61.9058139768551
2 124 32.4328881729382
2 125 74.3339186729266
2 126 83.6046590820285
2 127 150.456061084431
2 128 5.96693364777927
2 129 45.8607080281359
2 130 112.23004961982
2 131 31.8754858572116
2 132 0.00150216248005022
2 133 38.7427994066528
2 134 46.5662800925543
2 135 11.2245352240451
2 136 33.62639318649
2 137 6.58051208889655
2 138 12.9424181416809
2 139 1.99803839347604
2 140 15.8426008803753
2 141 8.50822284595164
2 142 10.4657540187649
2 143 2.82558967255338
2 144 5.83784011287466
2 145 7.28791125713279
2 146 2.80994273067282
2 147 5.4062909175434
2 148 0.131094368305271
2 149 4.69836378069079
2 150 0.509153062956626
2 151 2.20769191604299
2 152 0.445802889163348
2 153 0.565408060246893
2 154 0.844391911607226
2 155 10.7794063009832
2 156 5.97625838115361
2 157 4.29001779864986
2 158 12.3529977200149
2 159 7.93097772747962
2 160 9.95516108240081
2 161 11.5295542898737
2 162 3.32854769890998
2 163 4.19126759100937
2 164 31.2533456994766
2 165 1.4064458946909
2 166 16.2930401836381
2 167 2.13084269421836
2 168 1.5997363414602
2 169 1.94697339196334
2 170 16.6272688674866
2 171 0.76603897402277
2 172 2.86368959891014
2 173 21.0375844886195
2 174 3.50032311492295
2 175 5.40970127322123
2 176 4.26861021112055
2 177 6.34084513149797
2 178 0.570169486301767
2 179 27.0064196078633
2 180 0.559466876008415
2 181 5.64117743908118
2 182 0
3 1 35.0691397665715
3 2 12.7709569625868
3 3 9.72341707631929
3 4 19.2606074922314
3 5 42.3841045820666
3 6 63.6298446646063
3 7 4.91413222372446
3 8 68.452639959744
3 9 8.27413182244049
3 10 8.44334720934219
